Cooling load (Kwh),Heating load (Kwh)
222.7013391,201.4755721
247.4203052,197.3935955
254.356132,133.0953781
253.633624,109.6721426
287.6055571,138.6006846
302.2597681,170.7115999
257.0439414,179.9299095
238.865043,181.6011293
193.7937907,187.1708651
186.1752629,189.3671358
200.4068898,181.6508096
175.8681369,338.6901373
173.5663044,199.0560472
0,154.880231
94.1017078,175.2990081
14.55322135,191.6948551
0,214.8313979
62.35897653,295.8471074
0,287.4996498
0,293.0841845
0,294.0907961
50.31799852,303.480841
99.05853793,257.1289704
180.9003537,254.9748146
224.2289494,231.0312402
180.2508519,207.1594619
248.3113857,198.1820341
308.0648794,196.3741798
322.1155618,187.9969068
303.9573266,215.043374
271.12027,274.8400819
192.9353186,207.1930615
134.7859862,244.1178016
125.1999642,212.0024015
28.33394553,241.2762561
126.1524584,250.723196
0,204.3997925
0,213.2077073
57.37027437,215.9744541
36.43636413,229.6169116
0,270.5295518
0,339.2516482
0,333.63827
0,330.6438146
0,344.9837304
41.7143119,330.6348668
19.33291226,283.1951789
181.5534974,281.4134123
182.9369552,240.2862142
214.4226274,217.0037931
261.6198115,226.9636669
285.9446633,210.1971663
338.3434807,184.6112968
334.9348394,199.4041624
304.8062977,228.2061332
237.7243094,210.5528021
125.4222753,211.1400389
132.8580297,190.0377067
154.6480097,210.6765422
34.28031998,208.7070382
85.78825756,182.1051477
14.46666776,195.622524
129.5489846,206.5368618
11.78952003,211.0782507
111.2346028,237.1150442
0,316.9212718
0,291.9364809
10.06152143,312.8133542
81.49535514,334.1278842
79.49243611,298.2330189
165.9829501,237.8793555
203.6295569,241.026764
256.1338953,253.9320567
308.2961224,257.1994555
246.7716083,280.1284376
239.4940398,313.0761046
274.6683542,315.5120213
251.9378239,311.2150598
219.5523851,290.0856204
257.859358,223.3569004
215.2264939,257.0438311
227.9952817,272.4653689
186.3958685,305.6773193
176.5908292,294.6712748
138.025187,223.801588
67.60229302,224.6768406
145.1876074,245.9559829
135.2479455,246.4386514
33.07825538,294.9180235
115.1315388,342.6673977
0,410.9842312
103.6055931,421.0661997
51.40791171,382.1252001
141.6340513,347.346522
151.940549,321.8827963
225.6850491,278.8416495
312.2255481,243.5005846
302.144774,220.0942863
263.4067915,189.9877017
262.5678618,188.9622439
239.7877862,171.2556005
261.436789,256.2087674
232.4293022,294.5901915
247.1373567,226.7610294
190.9971642,205.7791698
238.8952892,200.8584073
199.6543049,198.4722717
171.1436051,201.6291291
111.1250218,151.3478536
102.779523,163.2774846
182.0775992,202.8251973
145.8260494,183.7334336
89.51738088,257.3027697
128.2930154,233.9924476
54.73082644,238.4143972
102.9207176,263.2626485
71.59954754,276.5753611
127.9888054,342.9725095
212.1951722,374.9581586
233.6346425,349.1752249
314.2226158,278.7282097
271.7971683,275.801345
248.4828362,293.4394992
273.3964248,303.5695527
276.9776218,285.7916143
277.8099704,283.4588442
294.3809312,279.2143607
303.0967314,228.3931723
260.0252685,186.8989733
251.1648609,185.0787715
272.1351084,203.2532907
97.24219605,204.0508294
220.5850375,207.03335
74.43779951,233.2132613
127.5963763,229.4434026
0,221.4651647
63.30272136,224.3393568
0,241.1666563
10.35579011,254.1215825
0,279.0513015
68.92877002,346.3902508
0,359.2313358
288.4316108,343.9436099
0,235.6439601
290.1249562,177.8509737
361.5948141,235.167434
293.0063983,268.0701516
308.000655,223.8245843
319.2059936,213.1965245
138.5164188,206.4225925
153.3282075,165.214574
249.4353252,188.5782053
179.6457353,196.0479565
313.0678657,133.6357531
299.8407904,145.0841179
334.9461688,162.8389121
254.3952818,173.4792449
106.9826738,189.3934887
209.6596275,186.479027
123.7360201,235.9986923
113.734639,256.7143634
228.7270145,300.0793998
327.0053057,303.407286
56.29241709,278.5480293
313.927752,275.0710798
273.4524802,232.2759421
408.811961,201.297355
384.9695255,211.2251033
304.7710808,194.7542228
341.1752321,180.1448075
392.1861887,195.0174424
326.7723959,152.1823899
342.0656682,166.9229081
492.1996511,199.2398665
434.2888695,216.8661655
380.0962213,206.6561307
364.3304407,260.4269991
307.30223,249.9794482
318.690142,240.4859522
332.6987192,150.1284251
295.7393009,150.7743454
315.4753322,149.425175
253.8950415,169.7835149
236.3749967,203.9036244
291.1061926,256.7080298
253.3039369,254.2552035
229.6084043,254.4204497
201.7075342,246.7664555
253.6080206,220.2601688
364.5381319,205.4565619
396.5230465,181.5464476
426.1408417,169.0052997
477.4938804,173.6262509
473.092645,168.447348
391.3478928,248.8107481
348.7885853,211.9726121
427.3112393,218.4619312
346.2806106,255.7581683
477.4482273,254.1945704
367.7325575,156.87958
393.2433785,168.8662344
407.6133529,170.7750529
235.2535254,167.9045377
163.236696,141.4951808
303.1060328,161.6492496
303.9967185,155.8987727
252.185121,194.2346304
270.9244579,218.1003927
152.2018811,269.8090554
196.1739545,291.1091064
227.9256984,296.4150674
71.62202602,268.520791
245.2069849,266.3508682
307.3248505,235.2799906
186.0437565,204.0558091
242.7789328,192.5164966
301.1041515,159.9491258
85.9905194,224.2472984
243.1828517,200.0883324
274.6672994,206.0188784
303.444386,240.2191986
338.8598911,235.6050293
294.808037,196.8899576
314.4913902,238.3914378
216.8742809,253.7551505
318.9297633,198.8881605
291.9473475,164.6966358
241.3867868,124.5028035
183.2885287,120.5985697
248.7855267,139.5509773
160.6278813,167.26605
5.93292993,191.7436116
300.7066123,245.1068103
259.9290698,271.7373383
299.1339852,254.5259135
271.0561477,232.4954639
303.0579922,231.2069262
387.2824858,192.2687545
488.4515402,175.4994746
488.9020643,210.1493908
342.8913148,179.3293786
426.8960125,167.8172007
314.4391332,134.2999131
414.4281941,170.9458224
557.5259148,177.8708742
356.8092588,177.2850697
422.8135886,163.7567391
414.1905711,181.7231435
410.2290555,210.9256426
266.9205671,188.8171844
305.871891,223.1816635
207.1489952,169.3190328
487.8265437,257.011383
211.699086,215.5193718
368.6679852,206.2682754
144.0893955,177.8593992
170.955781,207.3682615
267.2098932,235.359274
356.8727071,262.4410062
245.1635111,238.4882145
215.7735669,184.1553608
402.6397969,180.9013792
448.1997038,190.1458602
466.1991516,140.9038376
521.0387346,153.3293031
496.9917119,169.65816
496.67399,157.0264194
439.3414805,173.5402702
499.1622559,166.7484239
438.7406749,174.0020935
472.3859198,171.2298072
492.7348888,177.8701757
404.7020042,157.4349691
407.6719254,168.8864383
425.5515271,149.5401338
367.2018407,134.7520074
403.8092332,150.8743942
408.7670313,145.7934586
385.757201,130.9545773
340.1848509,138.1369094
436.8386837,143.4890778
426.7328115,157.6150336
426.2302158,182.4475579
368.8896214,270.0158073
473.8196604,336.5367389
376.1937268,330.5599234
498.5827385,303.4065893
388.3935612,242.044341
273.2276611,251.5663512
496.0295548,266.7766601
483.5866597,295.3946858
437.6388209,296.6338895
537.4896958,300.916794
564.2110577,266.0278674
544.3747196,213.1342864
539.8598826,155.6565353
520.0366014,159.6808781
470.4089664,165.1037347
448.4024323,191.5552046
353.3688895,192.2934288
394.2552082,198.0370337
400.0669548,201.2645283
366.7229413,222.3414323
361.3672035,240.0897186
347.2713809,249.5421629
381.3050019,239.3306632
407.4863191,253.2306541
415.4841203,297.7545368
413.2589502,391.2686026
467.062998,421.2760309
474.94218,443.1430488
380.7944632,351.430445
623.3167116,287.2070336
192.5521735,302.1301836
508.2575802,288.9376161
384.7782423,297.8096021
400.3641026,273.525529
476.8641318,322.1248195
403.0811557,216.9980577
506.5514412,212.5881112
403.7870659,211.5137184
434.4586447,247.8688219
437.7837186,244.6376775
418.0732148,233.5248973
430.2657598,311.7368893
65.58143615,342.297532
0,291.6431144
0,358.0472341
0,397.8214974
138.7398611,401.888603
10.32229655,455.0470079
0,469.4279817
47.93314312,426.9429845
176.4498515,358.4787201
142.3398594,347.3787869
276.02212,256.5811215
106.2591446,235.4288924
241.5950023,252.2940355
126.8701381,238.7900394
81.88591673,249.6462605
83.70930495,281.6840645
168.2200664,253.9001867
76.55429416,225.2046877
158.6916812,230.5210912
221.9307639,213.1235865
27.15457657,227.4226884
4.905887102,223.8030229
1.057698352,198.8805663
1.629210875,205.7248253
61.82559734,211.1665407
0,213.9634425
0,251.7850951
0,282.2397006
17.67101352,350.0355284
34.73097973,377.7353208
161.297812,365.1493073
91.99708807,361.6173066
371.5087095,307.2509512
298.7390349,278.8042946
292.4732574,253.9453835
337.454242,235.7018838
424.7739532,261.9186273
298.1516248,211.4901274
389.6999647,223.8941472
411.6545646,256.1184149
211.6467283,223.8742181
329.9285141,218.9452221
364.1159784,253.7345763
212.9149147,241.4188533
273.9886519,235.2647748
222.6691457,223.9379644
319.0979453,192.6767246
121.9781231,211.7762597
130.6471026,230.1268497
198.9797649,232.9670987
239.4547227,280.53714
277.1079574,325.0235264
282.5824518,356.6152868
328.5664669,392.2449723
300.1811626,394.4082679
439.8068286,363.2758735
481.1097018,317.7453533
325.4189202,281.1342856
390.6169998,229.135142
411.6644533,220.0603206
508.1349048,198.4627836
449.1475542,192.1037409
390.3798208,191.5167041
424.8217969,175.2995309
439.7044801,227.8714968
466.2172123,210.5753021
353.1348878,215.5719642
130.1657403,196.6736312
324.3747494,213.2267838
265.9993431,255.4648791
264.6098203,191.7970769
73.14712192,205.2051596
147.1234563,217.4114886
180.2692988,210.4162924
232.972557,259.4421142
280.9210548,301.5786686
178.7213249,332.483915
148.6697203,343.5611116
63.15343099,334.8635248
362.0081318,291.7550398
289.8085322,275.9473423
339.2111237,271.6113733
3.599031563,222.1026808
220.8965643,209.6705861
357.5206033,208.739345
338.168901,217.296317
355.1888819,194.9712153
374.2832112,222.4729333
448.141177,273.1486556
142.8958166,232.834384
350.7896723,238.8308255
167.7468931,237.9950843
295.06343,253.4081544
324.291336,256.3744383
267.8729911,219.8368318
315.3152398,232.8610173
89.44442171,254.9401821
69.59798202,241.1420737
58.35942909,286.487465
128.1257529,335.2565437
165.3874213,357.2981336
175.136946,369.554956
190.4727399,358.8508733
337.0532119,342.1049285
341.3512289,308.4252373
503.226848,295.3925967
313.3289104,283.92859
361.9652256,231.480134
457.7931189,223.9762129
442.1350249,257.349245
624.8709209,238.9383108
445.5103208,219.4393157
466.7438386,209.9913865
495.5202293,195.53578
401.5328109,201.8461683
416.4028218,185.8205035
350.4107432,214.826496
245.789517,206.4397216
397.6473791,160.3827006
232.7988699,167.7957337
151.4843699,200.5190741
298.7436268,232.0009075
153.6815723,224.8811099
193.9010895,238.7360927
315.8976322,262.2474236
108.8584667,269.446173
300.1858712,297.6869702
449.1665946,372.3078592
483.8805937,342.7393885
480.1718638,301.8381732
527.3494785,260.5836535
442.3014123,185.1673084
473.7716999,185.9680779
486.3168063,193.8797652
527.9928149,209.276561
540.3321162,248.4083631
425.1117616,258.0183029
456.0653437,212.6053514
429.0119487,212.9941773
372.0734921,139.3342087
311.9465387,159.1073276
421.4857309,154.2699554
0,175.8519961
176.0965828,173.7324128
283.7478043,179.5453515
291.2536082,185.4941662
151.3384261,201.1325144
210.3594946,206.9267662
203.3416296,207.6576819
131.771188,236.4200161
229.4738669,270.0598341
221.7126723,333.6656044
396.2455572,314.2729342
369.9433684,258.1289915
448.4390481,210.0614848
485.5933618,213.6435387
512.5066937,177.314902
465.5537092,178.5024237
527.2464249,195.3716526
584.7965601,202.9830621
496.1380381,197.4215914
595.9486163,152.8972258
455.2324088,149.0669754
473.4936246,136.1400147
492.8287679,131.8139473
344.151169,173.2159154
322.1550593,182.6974284
361.3773211,250.8783271
298.9823897,235.0440905
283.3603416,181.5989008
0,214.628325
135.5957216,244.1836152
261.5633368,265.2071486
215.0612793,303.108806
272.612598,296.4447979
293.6278696,262.7318493
343.6603299,247.9226676
424.258628,210.6941704
530.1124136,247.3802322
457.9752825,248.1146889
550.1678424,259.0689261
604.6100442,277.2761418
631.6117888,266.8973938
514.7775993,246.1200318
602.7150301,241.2841252
572.1606788,211.0007199
591.9297733,221.2274462
558.0109396,235.7822423
516.4425718,261.0342391
469.5102164,271.4242759
450.2054169,220.6452518
431.0901885,239.8754038
420.8230198,272.7843486
428.5913929,225.6268141
439.4797491,274.0238825
478.415521,374.5472444
472.0305932,402.849102
416.5098218,421.6919301
466.9658135,445.0337698
487.8865629,412.193908
570.7842563,355.0351042
548.1593091,362.0512187
599.006584,318.1843672
617.1261984,291.389481
614.8825876,275.9498325
655.5281885,277.6848531
652.369209,243.7982647
639.0034097,226.7714055
674.9747999,242.5253746
532.8811354,196.9575306
570.0919523,218.4838686
548.0128091,236.9197617
451.6814228,230.2341725
473.2188456,239.4532354
451.0195907,195.0181064
390.2845363,181.6712324
387.1038382,146.5402725
387.5763282,154.418543
408.0245143,348.458725
441.7630889,330.6380805
336.3658763,340.6531042
96.59786563,435.0420172
225.3411271,427.7088743
116.7960392,349.5225265
0,293.9893519
65.95078211,272.6496976
136.2949226,232.1049959
606.3061869,216.7226934
683.2020202,197.587175
571.5208583,193.1828872
612.1941294,168.5145396
640.9505229,240.2766879
650.437167,236.3573801
604.4705396,214.0442614
554.0255994,223.0625158
460.713981,199.348975
465.8180227,188.3572852
457.2478642,203.3081255
433.6735695,147.0899204
396.9783319,172.9831111
385.179167,199.0986896
421.0081409,188.4706789
416.2837173,248.4473138
461.5505875,306.508204
431.7361894,312.2203153
430.4485551,348.0901234
451.1036451,318.9410283
500.3123633,262.7958956
529.0043791,236.3307436
581.3575276,218.6444808
685.1448666,180.3357231
713.039547,218.3570966
634.0643819,169.0496366
617.6673878,153.7178604
654.3872282,160.7317335
630.6807996,150.4763862
616.1521932,117.021487
631.9056312,122.9482041
633.9118022,177.5628305
596.7080906,234.2050062
552.9184531,210.9490105
532.0967744,208.2492403
519.8686208,143.3903106
469.17377,192.3481279
410.834247,209.1263719
362.1553826,202.0357687
320.4514657,248.2867433
266.8162774,294.199411
370.6343723,297.718091
339.3110058,284.9294342
345.3455881,227.1316363
347.4015416,197.1196676
515.5289246,219.0670895
612.1400526,191.3721639
571.5887336,145.5595934
551.5326547,139.863176
538.5050689,150.9487419
586.8920229,177.5303577
602.9759099,150.1419198
454.603118,132.3899194
433.3447045,105.3377178
425.6832672,111.6588259
413.4867393,142.7873771
390.9246589,137.2806518
310.9457583,133.4268138
269.624861,171.15267
269.5509563,117.0590454
238.1737145,130.3161414
287.7834307,157.3706608
156.3978036,168.7613086
118.727549,233.9697403
157.7331283,174.4521771
281.2765737,170.2909106
312.5817878,176.2314005
440.9633729,197.2955202
462.7655395,266.0308787
484.7575243,233.5087071
553.1788935,159.7486802
608.0332364,155.9801315
559.0743099,119.9660093
619.2197201,120.13598
591.8746527,143.3988597
324.5599117,131.7555441
335.1913801,115.4223126
309.080914,116.29403
350.1202611,127.79
541.6031502,110.5181238
493.2620233,123.9679071
530.2016778,109.9767389
459.3863888,108.3320337
410.9224125,118.6600381
262.5384133,132.8603526
446.8770926,133.9720655
385.5568989,135.5572971
360.3213674,128.0388834
390.4148664,132.9619455
462.4009651,117.7775186
453.1415791,141.8744639
448.8311371,158.7416394
493.4843645,269.9031504
563.1045981,208.0248929
541.0310952,169.7184605
466.5621694,157.394614
540.2991079,127.6235232
540.6808686,134.0308524
586.1284283,155.4740478
623.5456453,124.4084147
621.0895728,155.196904
551.268268,136.0175133
496.7917852,136.3911282
457.9138441,121.6248243
333.1261329,118.5452023
362.4624192,111.0466456
374.5827579,117.7853959
409.4496663,121.6928949
413.9096208,132.2642813
483.4297216,142.8733687
456.396626,126.1008423
399.178066,207.2618387
366.1569752,201.8528146
401.9760695,182.2855391
373.2103917,231.0069159
380.2658317,185.5030398
398.1988692,173.1655078
620.9124543,134.0271461
602.3918328,147.3074403
507.4840144,144.7855801
528.7580119,142.3976652
533.8202828,133.4737673
563.0674054,139.0868606
584.7566023,105.004615
579.3405705,106.2045754
572.0525434,147.3388726
577.7382084,163.8917927
525.1708862,228.2397089
505.9968013,151.6195057
480.8139092,133.5757549
475.0481178,158.6220208
416.8113096,146.9787557
399.2134092,153.7234348
397.2954037,153.170531
373.9710288,146.4513781
359.72362,238.1945329
393.0764418,285.1734543
371.113116,285.5845291
363.5371889,302.2867006
371.5272898,318.0355962
454.143987,297.0637321
492.5525421,305.4261736
510.0024043,325.3586889
520.9072143,289.5457613
545.3420317,259.0090901
566.3542245,257.9157741
586.4206958,247.8210782
605.3752686,225.1883182
611.9127396,182.7507754
630.8277941,164.9962413
629.1679491,130.0119238
611.4430056,135.253598
571.3427326,166.4742494
503.7422671,160.3957367
486.9161286,181.657085
403.9521897,124.5356172
163.267358,153.8181347
296.5348646,175.268892
139.7005062,199.781464
287.2860723,229.8768297
160.0981098,272.7947546
207.7138328,288.53414
356.264993,312.4787572
385.7954558,317.9473961
435.1343027,267.9801992
546.5272258,215.2992689
511.6734566,186.4976721
554.1363809,171.7392198
585.5835398,201.171539
624.8444228,170.2429947
526.1952599,142.606728
454.5677383,171.0555268
439.7133433,175.362536
405.8196893,174.8666394
417.4366998,189.9727863
418.4787177,171.580816
396.2548783,173.6360394
386.8774499,208.0866436
445.8175039,175.8535789
445.9708985,137.6037293
416.642386,250.0096284
408.6666238,198.7774685
406.3191628,206.484849
404.9774059,227.1968845
418.0770696,282.6479226
454.510704,201.6829564
411.4559106,227.1581949
456.5520625,224.255367
434.3135639,203.7459543
484.9568651,217.6977858
532.6617425,188.4789713
585.6141949,179.8553798
590.7743278,156.3411974
612.9189748,150.2738038
617.25521,137.7067819
506.019051,116.7561929
424.7409792,192.3992734
444.3716862,172.6458646
409.4241478,190.7678601
422.3388096,209.1997174
453.7737632,171.0492142
483.9573963,280.6833677
487.3318223,276.1058562
454.0306693,194.0439414
402.5459912,181.0965455
296.5861945,176.8479544
182.1285738,187.6671512
237.0075333,257.427582
247.1056822,255.6305358
254.4287593,314.4602148
400.186453,365.192687
423.8513122,349.9852212
491.7479458,315.5282669
520.4949541,271.904758
468.4074926,243.4532075
523.6958875,284.9115492
538.6188628,175.3951957
573.4914848,158.2334711
609.9958054,192.6554439
624.6050967,237.6613943
634.7747788,181.4433559
616.3204484,185.5894949
448.9728117,172.4523759
425.7258896,185.3465073
368.4234126,211.9594623
268.3001576,204.9041063
203.1907918,164.252363
219.0485149,111.7071026
217.5732279,124.0129567
370.5449478,125.3260796
244.4501591,151.2141961
214.3211842,149.4962339
276.2832745,179.776452
329.6876131,168.4441853
392.3610823,186.5311514
458.4281506,190.1336587
484.2606971,289.64348
502.345591,254.6643669
460.0168973,221.9141583
499.2274209,206.769196
486.8680308,130.2740381
486.5283339,137.6574827
481.5865318,192.7389683
511.3000464,172.5826012
537.8099264,161.0868673
558.6612348,168.5607842
563.8590731,137.3219798
506.625735,150.2210922
465.9392148,122.3979107
452.2472424,143.1608438
418.4290817,119.6040035
365.38872,193.8902784
363.3566002,210.4478323
